name,address,location,cuisines,rating,rating_count,cost_for_two,source
Kaati Zone Rolls & Wraps,"Kaati Zone Rolls & Wraps, #20, Ground Floor, Patel Rayappa Layout,Byrathi Cross Road, Hennur Main Road, Dr.SRKNagar, Bangalore, B.B.M.P North,Karnataka-560077",Geddalahalli,Beverages,4.2,50.0,150.0,Swiggy
Cupcake Bliss Cakes & Desserts,"Cupcake Bliss Cakes & Desserts, #20, Ground Floor, Patel Rayappa Layout,Byrathi Cross Road, Hennur Main Road, Dr.SRKNagar, Bangalore, B.B.M.P North,Karnataka-560077",Geddalahalli,"Bakery,Desserts",3.3,20.0,200.0,Swiggy
Domino's Pizza,"Domino's Pizza, Ground Floor,Commercial Unit No. C ? 01Survey/Site No. 67 Chokkanahalli Village,Yelahanka Hobli, Bangalore North Taluk (Bbmp)Khata No. 32/67",Geddalahalli,Pizzas,3.9,500.0,400.0,Swiggy
Pizza Hut,"Pizza Hut, PIZZA HUT at Unit No- 07 F, First Floor, Bhartiya Mall, Thanisandra Main Road,Bengaluru, Bangalore Urban, Karnataka- 560064",Geddalahalli,Pizzas,3.7,100.0,350.0,Swiggy
Dream Land Food Corner,"Dream Land Food Corner, K Narayanapura Main Rd, Near Kristu Jayanthi College, Kothanur, Bengaluru, Karnataka 560077",Geddalahalli,"Chinese,Juices",3.8,100.0,250.0,Swiggy
The Good Bowl,"The Good Bowl, No 36/7,1st Floor, L G Arcade, Geddalahalli Village, Hennur-Bagalur Main Road, Bangalore 560077 (Next to Brigade Hyper market)",Geddalahalli,"North Indian,Punjabi",3.9,20.0,400.0,Swiggy
Krishna Jodhpur Sweets,"Krishna Jodhpur Sweets, Shop 416, Shabari Nagar Main Road, Behind Canara Bank, Hegde Nagar, Hennur, Bangalore-560077",Geddalahalli,"Snacks,Sweets",4.0,50.0,100.0,Swiggy
Five Star Chicken K.N.S College,"Five Star Chicken K.N.S College, Shop No.4, Ground Floor, No.25, 3rd Cross, Thirumenahalli, Bengaluru, Karnataka 560064, India",Geddalahalli,"Arabian,Snacks",3.3,20.0,150.0,Swiggy
TASTES OF EDEN,"TASTES OF EDEN, TASTES OF EDEN, GROUND FLOOR, PATEL MUNIYAPPA COMPLEX, HENNUR BAGALUR MAIN ROAD,, KOTHANUR VILLAGE, BANGALORE 560077",Geddalahalli,"South Indian,North Indian",3.7,20.0,600.0,Swiggy
Biryani Trip,"Biryani Trip, KHATA NO.102/1-102-5, ADDRESS:102/5, HENNUR-BAGALUR MAIN ROAD, BYRATI, BANGALORE., Hebbala , B.B.M.P North, Karnataka-560077",Geddalahalli,"Biryani,Hyderabadi",4.4,50.0,400.0,Swiggy
Paratha Envy,"Paratha Envy, KHATA NO.102/1-102-5, ADDRESS:102/5, HENNUR-BAGALUR MAIN ROAD, BYRATI, BANGALORE., Hebbala , B.B.M.P North, Karnataka-560077",Geddalahalli,North Indian,4.3,50.0,249.0,Swiggy
"Just Bake - Bakery, Desserts, Cakes & Confectioners","Just Bake - Bakery, Desserts, Cakes & Confectioners, Agon Sports Complex, 50/8A, Kothanur Post, Gubbi Cross, hennur Bagalur Road, Bengaluru 560077",Geddalahalli,"Bakery,Desserts",4.1,50.0,150.0,Swiggy
Belgian Waffle Factory,"Belgian Waffle Factory, 50/9,hennur baglur road International Airport link road kothnur banglore 77",Geddalahalli,"American,Desserts",4.2,20.0,300.0,Swiggy
ZAZA 22 Spice Biryani,"ZAZA 22 Spice Biryani, No. 509 , RK Hegde Nagar, SR. K. Post, Police Quarters, Thanisandra main road, RK hegde nagar",Geddalahalli,"Biryani,North Indian",2.9,20.0,250.0,Swiggy
Firangi Bake,"Firangi Bake, No 36/7,1st Floor, L G Arcade, Geddalahalli Village, Hennur-Bagalur Main Road, Bangalore 560077 (Next to Brigade Hyper market)",Geddalahalli,"Italian,Mexican",4.0,20.0,400.0,Swiggy
Oven Story Pizza,"Oven Story Pizza, No 36/7,1st Floor, L G Arcade, Geddalahalli Village, Hennur-Bagalur Main Road, Bangalore 560077 (Next to Brigade Hyper market)",Geddalahalli,Pizzas,3.9,100.0,400.0,Swiggy
Behrouz Biryani,"Behrouz Biryani, No 36/7,1st Floor, L G Arcade, Geddalahalli Village, Hennur-Bagalur Main Road, Bangalore 560077 (Next to Brigade Hyper market)",Geddalahalli,"Biryani,Mughlai",4.2,100.0,500.0,Swiggy
Koel's Pizzeria,"Koel's Pizzeria, Next to Subway, JNR Complex, Gubbi Cross, Kothnur, Hennur Main Road, Bangalore 560077",Geddalahalli,"Pizzas,Italian",4.3,100.0,250.0,Swiggy
Faasos - Wraps & Rolls,"Faasos - Wraps & Rolls, No 36/7,1st Floor, L G Arcade, Geddalahalli Village, Hennur-Bagalur Main Road, Bangalore 560077 (Next to Brigade Hyper market)",Geddalahalli,"Fast Food,Snacks",4.0,100.0,200.0,Swiggy
Oye Hoye (100% Veg),"Oye Hoye (100% Veg), 923/8, Chellikere Main Road, Kalyan Nagar Post , Bangalore 560043",Geddalahalli,"Punjabi,North Indian",4.4,500.0,200.0,Swiggy
Donne Biryani @Traffic Jam,"Donne Biryani @Traffic Jam, No.33/3 Anjinappa complex Hennur. Bagalur main Road kothanur Bangalore- 560077",Geddalahalli,Biryani,4.2,100.0,400.0,Swiggy
SHUBHA SAGAR,"SHUBHA SAGAR, No 1207/1 Dr Shiva Ram Karanth Nagar Jakkur mn rd Bangalore 560064",Geddalahalli,"Chinese,South Indian",4.2,100.0,250.0,Swiggy
Goli Vada Pav,"Goli Vada Pav, #450, Shop No 1 Basement 80ft Road MCECHS Layout Dr Shivaramkaranth Nagar",Geddalahalli,"Maharashtrian,North Indian",4.2,50.0,100.0,Swiggy
Lazeez Point,"Lazeez Point, Shop no 469/1/12ground floor,thirammana near Karnataka College Halli Nagar main road jakkur post Bangalore Yelahanka B,B,M,P north Karnataka.560064",Geddalahalli,"Indian,North Indian",3.1,20.0,200.0,Swiggy
Pizza Heaven,"Pizza Heaven, PIZZA HEAVEN G 1, PETRA COMPLEX, DINANILAYA, HENNUR MAIN ROAD, KOTHANUR,  BANGALORE URBAN.KARNATAKA  560077",Geddalahalli,"Italian,Pizzas",4.0,20.0,200.0,Swiggy
Bangarpet  Chats,"Bangarpet  Chats, Saroja paradise, Rachenahalli main road,  Thanisandra circle, next to Kanthi womens ethnic wear  Bengaluru 560077",Geddalahalli,Chaat,4.1,100.0,120.0,Swiggy
Taawoon Restaurant,"Taawoon Restaurant, K Narayanapura Main Rd, Kothanur, Bengaluru, Karnataka 560077",Geddalahalli,"Arabian,Biryani",4.1,100.0,750.0,Swiggy
Shalimar kitchen,"Shalimar kitchen, #34/1,34/4, chokkanahalli bhartiya city road, jakkur post, yelanka Bangalore 560064",Geddalahalli,"North Indian,Chinese",3.7,20.0,200.0,Swiggy
Potful - Claypot Biryanis,"Potful - Claypot Biryanis, No 74 floor 3rd next to Hennur fly over main road Hennur",Geddalahalli,"Biryani,Kebabs",4.1,100.0,500.0,Swiggy
Burger bistro,"Burger bistro, Anjanadri building ,1st floor ,K narayanpura road ,Kothanur, Bangalore",Geddalahalli,Beverages,4.3,20.0,250.0,Swiggy
LunchBox - Meals and Thalis,"LunchBox - Meals and Thalis, No 36/7,1st Floor, L G Arcade, Geddalahalli Village, Hennur-Bagalur Main Road, Bangalore 560077 (Next to Brigade Hyper market)",Geddalahalli,"North Indian,Punjabi",4.0,100.0,200.0,Swiggy
Sweet Truth - Cake and Desserts,"Sweet Truth - Cake and Desserts, No 36/7,1st Floor, L G Arcade, Geddalahalli Village, Hennur-Bagalur Main Road, Bangalore 560077 (Next to Brigade Hyper market)",Geddalahalli,"Ice Cream,Bakery",4.2,50.0,450.0,Swiggy
Sherlocks Pub,"Sherlocks Pub, Third Floor, KGS Arcade, Site bearing Nos. 1, 13 and 14 Survey Nos. 22 and 125, R Muniswappa LayoutWard No-54, Visthar, Byrathi, Hennuru, baglur main road, Karnataka 560077, India",Geddalahalli,"Chinese,Continental",3.8,20.0,600.0,Swiggy
Kanti Sweets,"Kanti Sweets, 61/2, Kothanur Village, Hennur Bagalur Main Road, Hennur, Bangalore",Geddalahalli,Desserts,4.4,100.0,100.0,Swiggy
Beijing Bites,"Beijing Bites, KGS ARCADE Shop No4 1st Floor No1 13 14 Byrathi Kothanur Bangalore 560077",Geddalahalli,"Chinese,Thai",4.3,500.0,450.0,Swiggy
Joy caters,"Joy caters, JOY CATERING SERVICE, 2nd Cross Road, Banjara Residency, Lakeview Residency, Bengaluru, Karnataka, India",Geddalahalli,South Indian,4.2,20.0,240.0,Swiggy
Swingby Cafe & Restaurant,"Swingby Cafe & Restaurant, # 5/ 451, MCEHES LAYOUT, DR. SHIVARAMA KARANTH NAGAR, BANGALORE",Geddalahalli,"Fast Food,Snacks",4.3,20.0,250.0,Swiggy
Cafe Coffee Day,"Cafe Coffee Day, NO 50/8B, GUBBI CROSSHENNUR BAGALUR ROAD,KOTHANUR POST",Geddalahalli,"Beverages,Snacks",4.1,50.0,300.0,Swiggy
Moms Kitchen & Tanang Naga,"Moms Kitchen & Tanang Naga, 361, 361, K Narayanapura Main Rd, Geddalahalli, Narayanapura, Bengaluru, Karnataka 560077, India",Geddalahalli,Chinese,4.5,20.0,500.0,Swiggy
THE CURRY - TASTE OF MADURAI,"THE CURRY - TASTE OF MADURAI, No 189 K Narayanapura Main Road  Kothanur Bengaluru  K R Puram  B B M P East  Karnataka     560077",Geddalahalli,"South Indian,Biryani",4.3,100.0,500.0,Swiggy
Momo N' Cafe,"Momo N' Cafe, No.192/193, Hanumanthe Gowda circle, K.Narayanapura, Kothanur, Bengaluru, Karnataka 560077",Geddalahalli,"Chinese,North Indian",4.0,100.0,300.0,Swiggy
Red King Chilli,"Red King Chilli, Red King Chilli, K Narayanapura Main Road, Kothanur, Bengaluru, Karnataka, India",Geddalahalli,"Chinese,Thai",4.3,50.0,350.0,Swiggy
Chai Point,"Chai Point, #14, K No 3/14, Venugopalaswamy temple road, Kothanur, Hennur Main road, New International airport raod, Dr. SRK nagar post, Bangalore - 560077, Hebbala , B.B.M.P North, Karnataka, 560077",Geddalahalli,"Bakery,Beverages",4.4,20.0,150.0,Swiggy
Boscos,"Boscos, 5, Ground Floor, Hennur Bagalur Main Road, Opp Gold Summit Apartment, Kothanur, Bangalore, Bangalore East, Bangalore Urban (Karnataka), - 560077",Geddalahalli,"Kerala,South Indian",4.1,100.0,180.0,Swiggy
Shandong,"Shandong, No38, 39,40, IDHAYA Complex, Hennur Road, Geddalahalli, Kothanur Post, Bangalore - 560077",Geddalahalli,Chinese,3.9,20.0,500.0,Swiggy
D PIZEERIAS'S,"D PIZEERIAS'S, NO 1, K NARAYANAPURA, OPP TO KRISTU  JAYANTI COLLEGE, BANGALORE,  Yelahanka , B.B.M.P North, Karnataka -  560077",Geddalahalli,"Pizzas,Pastas",3.1,20.0,300.0,Swiggy
Maanasaa Biriyaani,"Maanasaa Biriyaani, SY No - 28, Kylasanahalli, Byrati, Avalahalli Road, Bileshivale, Bangalore 560077",Geddalahalli,"Biryani,South Indian",4.2,20.0,500.0,Swiggy
Pure Veg Meals by Lunchbox,"Pure Veg Meals by Lunchbox, No 36/7,1st Floor, L G Arcade, Geddalahalli Village, Hennur-Bagalur Main Road, Bangalore 560077 (Next to Brigade Hyper market)",Geddalahalli,"North Indian,Desserts",3.9,20.0,200.0,Swiggy
The Fast Desi,"The Fast Desi, Dish In A Box Cloud Kitchens, 33/33 A, Samriddhi, New, Rajanna Layout, Horamavu Agara, Lakeview Residency, Bengaluru, Karnataka 560043, India",Geddalahalli,"Indian,Snacks",4.4,20.0,150.0,Swiggy
Onesta,"Onesta, Onesta, Brown House Baking pvt. Ltd.  Above Amma's pastries, 1st Floor, Rachenahalli Main Rd, P&T Layout, Thanisandra, Bengaluru, Karnataka 560045",Geddalahalli,"Italian,Desserts",3.8,100.0,200.0,Swiggy
Andhra Gunpowder,"Andhra Gunpowder, KHATA NO.102/1-102-5, ADDRESS:102/5, HENNUR-BAGALUR MAIN ROAD, BYRATI, BANGALORE., Hebbala , B.B.M.P North, Karnataka-560077",Geddalahalli,"Andhra,Biryani",4.3,100.0,350.0,Swiggy
Kuttanadan Restaurant,"Kuttanadan Restaurant, No 75,Jayanthi Grama, Kalkere main road,. Hormavu, Bangalore. 560043 ",Geddalahalli,"Kerala,South Indian",3.5,100.0,200.0,Swiggy
UDUPI UPACHAR,"UDUPI UPACHAR, NO 512, Hegde nagar main road, S.R.K NAGAR, OPP medplus, bengaluru. 560077",Geddalahalli,"Indian,Chinese",4.2,1000.0,150.0,Swiggy
FB Cakes,"FB Cakes, 80/2A,RANCHENHALLI 2MAIN ROAD,NEAR BHARAT PETROLEUM,THANISANDRA, 560077",Geddalahalli,"Bakery,Sweets",4.0,100.0,100.0,Swiggy
The Dessert Zone,"The Dessert Zone, 20, Ground Floor, Patel Rayappa Layout,Byrathi Cross Road, Hennur Main Road, Dr.SRKNagar, Bangalore, B.B.M.P North,Karnataka-560077",Geddalahalli,"Bakery,Desserts",4.0,20.0,200.0,Swiggy
The Leela Bhartiya City,"The Leela Bhartiya City, 6,2, Thanisandra Main Rd, Devin Paradise Enclave, Tirumanahalli, Bengaluru, Karnataka 560064",Geddalahalli,"Indian,Asian",3.8,20.0,800.0,Swiggy
Itminaan Biryani - Dum Pukht,"Itminaan Biryani - Dum Pukht, No. 509 , RK Hegde Nagar, SR. K. Post, Police Quarters, Thanisandra main road, RK hegde nagar",Geddalahalli,"Biryani,North Indian",3.1,20.0,400.0,Swiggy
MUMBAI 99 VARIETY DOSA AND PAV BHAJI,"MUMBAI 99 VARIETY DOSA AND PAV BHAJI, 05, Venkatadari Estate, Bhartiya City Main Road Chokkanahalli Near Regal Hospital, inside Notary Shop, Devin Paradise Enclave, Bengaluru, Karnataka 560064",Geddalahalli,"South Indian,Pastas",4.1,50.0,300.0,Swiggy
THANI NADAN,"THANI NADAN, OPP TO KRISTU JAYANTI COLLEGE ,K NARAYANPURA,KOTHANUR POST, BANGALORE NORTH, BANGALORE (KARNATAKA) 560077",Geddalahalli,Indian,3.3,20.0,400.0,Swiggy
The Brooklyn Creamery - Healthy Ice Cream,"The Brooklyn Creamery - Healthy Ice Cream, Above Reliance Trends / Opposite Pandit Chat House,NO: 5 / 451, MCEHES LAYOUT, DR. SHIVARAMA KARANTH NAGAR, , YELAHANKA, BANGALORE, B.B.M.P North, Karnataka-560077",Geddalahalli,"Desserts,Ice Cream",4.4,20.0,200.0,Swiggy
Jeevas,"Jeevas, 399, K Narayanapura Main Rd, Narayanapura, Bengaluru, Karnataka 560077, India",Geddalahalli,"North Indian,Biryani",4.0,20.0,120.0,Swiggy
The Pork Point,"The Pork Point, The pork point, # 28/7, near Divine Hospital, Narayanpura Road, Kothanur Bangalore North 56007",Geddalahalli,Indian,4.1,100.0,250.0,Swiggy
Baskin Robbins,"Baskin Robbins, Next to Subway, JNR Complex, Gubbi Cross, Hennur Main Road, Kothanur, Bengalurur 560077",Geddalahalli,"Desserts,Ice Cream",4.6,100.0,300.0,Swiggy
AMBUR BIRYANI POINT,"AMBUR BIRYANI POINT, BYRATHI CROSS , BAGLUR MAIN ROAD , BANGALORE , 560077",Geddalahalli,Biryani,4.2,100.0,300.0,Swiggy
Kabab Plaza,"Kabab Plaza, Balaji Complex,kothannur,Hennur Bagalur Main Road, Bangalore 560077",Geddalahalli,"North Indian,Arabian",3.8,100.0,300.0,Swiggy
SHEGAN BAR+KITCHEN,"SHEGAN BAR+KITCHEN, Patel Ramaiah Garden, Hennur Main Rd, Kothanur Post, Narayanapura, Bengaluru, Karnataka 560077, India",Geddalahalli,"North Indian,Asian",4.1,50.0,900.0,Swiggy
CakeZone,"CakeZone, SHOP NO 2, AGON SPORTS CONPLEX, KOTHANUR POST, NEXT TO BANK OF INDIA, BENGALURU, Yelahanka , B.B.M.P North, Karnataka, 560077",Geddalahalli,"Bakery,Desserts",4.2,100.0,200.0,Swiggy
McDonald's,"McDonald's, Unit No. 02 UG, Upper Ground Floor (1st Floor) In Wing C, Bhartiya Mall Of Bengaluru, Yelahanka , B.B.M.P North, Karnataka, 560064",Geddalahalli,"Burgers,Beverages",4.0,100.0,400.0,Swiggy
LAIZON,"LAIZON, #262/2/1, K.narayanapura main road kothanur, opposit ICICI Bank Kothanur junction branch.",Geddalahalli,"Chinese,Thai",4.0,50.0,300.0,Swiggy
Subway,"Subway, Ground Floor, JNR Complex, Gubbi Cross, Hennur Main Road, Kothanur, Bangalore 560077",Geddalahalli,"Salads,Snacks",4.2,100.0,350.0,Swiggy
HALLI HATTI DONNE BIRYANI,"HALLI HATTI DONNE BIRYANI, NO 30 VENKATADRI ESTATE CHOKKANAHALLI JAKKUR POST YELAHANKA BANGALORE- 560064",Geddalahalli,"Biryani,South Indian",4.1,20.0,300.0,Swiggy
Chaayos Chai+Snacks=Relax,"Chaayos Chai+Snacks=Relax, Unit No 43 & 44 UPG.BBMP Khatha No 6/2,Thanisandra Main Road.Bangalore Karnataka-560064",Geddalahalli,"Bakery,Beverages",4.1,100.0,250.0,Swiggy
Punjabi Dhaba restaurant,"Punjabi Dhaba restaurant, 548 Thanisandra Main Road R K Hegde nager Pin 560077",Geddalahalli,"Chinese,North Indian",3.8,20.0,250.0,Swiggy
Mast punjabi,"Mast punjabi, 547Thanisandra Main Road R K Hegde",Geddalahalli,"Chinese,North Indian",3.5,50.0,250.0,Swiggy
Vardhas,"Vardhas, No.444, 1st cross, Thanisandra Main Road, Ashwath Nagar, Opp to Anjaneya Temple, Bangalore",Geddalahalli,"South Indian,North Indian",4.4,1000.0,275.0,Swiggy
MANGALORE CAFE,"MANGALORE CAFE, Tirumanehalli main road opp KNS college  agrahara badavane Tirumanehalli.",Geddalahalli,"Burgers,Fast Food",3.0,20.0,250.0,Swiggy
De Grand Restaurant,"De Grand Restaurant, No.1 Hegde Nagar, Kothanur Main Road, Opp. Max Super market, K.Narayanapura, Bangalore 77",Geddalahalli,"Biryani,Mughlai",4.0,1000.0,300.0,Swiggy
Abhinandana Gardenia,"Abhinandana Gardenia, Abhinandana Gardenia, MCECHS Layout, Sri Balaji Krupa Layout, RK Hegde Nagar, Bengaluru, Karnataka 560077",Geddalahalli,"Andhra,Biryani",3.6,100.0,399.0,Swiggy
The Daily Bean,"The Daily Bean, Property #322, Kothanur Post Office Road, Kothanur, Bangalore 560077",Geddalahalli,American,4.4,50.0,500.0,Swiggy
Five-star chicken,"Five-star chicken, No 34, Chokkanahalli Village, Jakkur Post, Bhartiya, Tirumanahalli,Yelankhakha,, Landmark :, opposite to Manipal Global Education Services |, Devin Paradise Enclave, Bengaluru, Karnataka 560064, India",Geddalahalli,Indian,4.2,20.0,710.0,Swiggy
Nati Mane Donne Biriyani,"Nati Mane Donne Biriyani, #35 venkatadri estate barathiya city main road Devin paradise enclave chokkanahalli jakkur post bangalore 560064",Geddalahalli,Indian,4.0,100.0,300.0,Swiggy
Aattutheeram Kerala restaurant,"Aattutheeram Kerala restaurant, shop no: 5&6, 28/2 Vidya manner building Kothanoor",Geddalahalli,"Kerala,Biryani",4.1,1000.0,250.0,Swiggy
Kadai restaurant,"Kadai restaurant, Ramanna layout geddalahalli village hennur baglur main road geddalahalli byratgi",Geddalahalli,"Indian,Biryani",3.0,20.0,150.0,Swiggy
Goli Vada Pav No.1,"Goli Vada Pav No.1, Goli Vada Pav #450 Shop No 1 Basement MCECHS Layout Dr Shivaramkaranth Nagar Bangalore 560077",Geddalahalli,"Snacks,Maharashtrian",4.3,50.0,100.0,Swiggy
Thanco's Natural Ice Cream,"Thanco's Natural Ice Cream, Ground floor, Noves Square , Sy No 67, Thanisandra Main Road, Chokkanahalli, Bangalore-560077",Geddalahalli,Desserts,4.4,20.0,150.0,Swiggy
Amma's Pastries,"Amma's Pastries, AMMAS PASTRIES NO.216/212/74/10A, SITUATED AT RACHENAHALLI MAIN ROAD ,NEAR BHARAT PETROL BUNK , THANISANDRA, BANGALORE,B.B.B.M.P North Karnataka - 560077",Geddalahalli,"Bakery,Desserts",4.6,20.0,350.0,Swiggy
Wendy's,"Wendy's, No 36/7,1st Floor, L G Arcade, Geddalahalli Village, Hennur-Bagalur Main Road, Bangalore 560077 (Next to Brigade Hyper market)",Geddalahalli,"American,Burgers",3.9,100.0,200.0,Swiggy
Zaatar,"Zaatar, 23 24 Dr SRK NAGAR ,MCEHS LAYOUT OPP.STATE BANK OF INDIA HEGDE NAGAR BENGALURU 560077",Geddalahalli,"Arabian,Biryani",4.0,100.0,700.0,Swiggy
Burger King,"Burger King, Burger King, No.125/2, Shop no 5. Ground  Floor, Byrathi, Hennur- Bagalur Main Road, Kothanur, Dr Shivarama Karanth Nagar Post, Bangalore KR Puram, BBMP East, Karnataka -560077",Geddalahalli,American,4.2,100.0,350.0,Swiggy
Kolkata Famous Kati Rolls,"Kolkata Famous Kati Rolls, Near kristu jayanti college he nur 560077",Geddalahalli,Indian,4.2,100.0,120.0,Swiggy
Sangam Sweets,"Sangam Sweets, 41/42, Hennur Bagalur Rd, Sangam Enclave, Kuvempu Layout, Kothanur, Bengaluru, Karnataka 560077",Geddalahalli,"North Indian,Desserts",4.4,1000.0,100.0,Swiggy
Byg Brewski Brewing Company,"Byg Brewski Brewing Company, SY. NO. 22 & 25 , BYRATHI VILLAGEBIDARAHALLI HOBLI, BANGALOREKARNATAKA , BANGALORE - 560077",Geddalahalli,"Pizzas,Biryani",4.4,1000.0,850.0,Swiggy
Momo Zone - The Momo Company,"Momo Zone - The Momo Company, #20, Ground Floor, Patel Rayappa Layout,Byrathi Cross Road, Hennur Main Road, Dr.SRKNagar, Bangalore, B.B.M.P North,Karnataka-560077",Geddalahalli,"Chinese,Tibetan",3.8,20.0,200.0,Swiggy
DHE KERALA RESTAURANT,"DHE KERALA RESTAURANT, 107 Gubbi Cross, Hennur Bagalur, main road Kuvempu Layout, Kothanur Opp Gold Summit Apartment, DR Bendre Layout, Visthar, Bengaluru, Karnataka 560077, India",Geddalahalli,"Kerala,Chinese",4.1,20.0,300.0,Swiggy
Easy Bites By Hotel Empire,"Easy Bites By Hotel Empire, 8/1, Hennur Main Rd, Kothanur, Bengaluru, Karnataka 560077",Geddalahalli,"Snacks,American",3.8,50.0,150.0,Swiggy
Hotel Empire,"Hotel Empire, sy no 8/1, Ground Floor, Kothanur Village, Kr Puram Hobli, Bangalore , Kr Puram BBMP east- Karnataka 560077",Geddalahalli,"North Indian,Kebabs",4.1,1000.0,300.0,Swiggy
Yummkeralam,"Yummkeralam, 53, 24/1 K.R.C Road, Dodda Gubbi Village, Bidarahalli Hobli, K.R. Puram, Bangalore 560077",Geddalahalli,"South Indian,Kerala",4.4,100.0,450.0,Swiggy
CAFE IFTAR,"CAFE IFTAR, NO.58/8A JNR COMPLEX GROUND FLOOR GUBBI CROSS KOTHANUR POST, BANGALORE ,B.B.M.P EAST, KARNATAKA, Bangalore - 560077",Geddalahalli,"Seafood,North Indian",4.1,100.0,200.0,Swiggy
Cupcake Noggins - Vintage Patisserie,"Cupcake Noggins - Vintage Patisserie, SHOP NO 2, AGON SPORTS CONPLEX, KOTHANUR POST, NEXT TO BANK OF INDIA, BENGALURU, Yelahanka , B.B.M.P North, Karnataka, 560077",Geddalahalli,"Bakery,Desserts",4.7,20.0,200.0,Swiggy
Paris Waffle Co.,"Paris Waffle Co., SHOP NO 2, AGON SPORTS CONPLEX, KOTHANUR POST, NEXT TO BANK OF INDIA, BENGALURU, Yelahanka , B.B.M.P North, Karnataka, 560077",Geddalahalli,"Bakery,Desserts",4.1,20.0,200.0,Swiggy
Happy Belly Restaurant,"Happy Belly Restaurant, # 1335, 28/2, K. Narayanapura Main Road, Kothanur Village, Bangalore - 560 077",Geddalahalli,"Chinese,Thai",4.2,100.0,450.0,Swiggy
NH1 Bowls - Highway To North,"NH1 Bowls - Highway To North, No. 509 , RK Hegde Nagar, SR. K. Post, Police Quarters, Thanisandra main road, RK hegde nagar",Geddalahalli,"North Indian,Punjabi",3.7,20.0,250.0,Swiggy
Anu Momos,"Anu Momos, 103/21, Byrathi Cross, Kothanur Post, Near Puma Showroom, Bangalore",Geddalahalli,"Chinese,Indian",3.7,20.0,200.0,Swiggy
Connie's Steakhouse,"Connie's Steakhouse, Connie's Steakhouse Kothanur, K Narayanapura Main Road, BDS Nagar, Narayanapura, Bengaluru, Karnataka, India",Geddalahalli,"American,Barbecue",4.3,20.0,1100.0,Swiggy
Suruchi Veg,"Suruchi Veg, No.73, Aanvii Complex, 5th Cross Rd, MCECHS Layout, Dr.Shivaram Karanth Nagar, Bengaluru, Karnataka 560077",Geddalahalli,"South Indian,North Indian",4.3,50.0,150.0,Swiggy
Lassi Shop,"Lassi Shop, 5th Cross Road, 2nd Phase, Sri Balaji Krupa Layout, RK Hegde Nagar, Bengaluru, Karnataka 560077",Geddalahalli,Desserts,4.1,20.0,100.0,Swiggy
Bangalore Tiffins,"Bangalore Tiffins, No 2, 1209/1, Dr.Shivaram Karanth Nagar, Jakkur, Bengaluru, Karnataka 560064, India",Geddalahalli,South Indian,3.9,100.0,100.0,Swiggy
The Dessert Heaven - Pure Veg,"The Dessert Heaven - Pure Veg, SHOP NO 2, AGON SPORTS CONPLEX, KOTHANUR POST, NEXT TO BANK OF INDIA, BENGALURU, Yelahanka , B.B.M.P North, Karnataka, 560077",Geddalahalli,"Bakery,Desserts",4.4,50.0,200.0,Swiggy
Pastas By Pizza Hut,"Pastas By Pizza Hut, #478, 80Ft Road, 17th F main, 6th Block, Koramangala Opp Vasan eye Care, Bangalore",Koramangala,"Pastas,Pizzas",3.8,50.0,300.0,Swiggy
Halli Donne Biryani,"Halli Donne Biryani, 93, 17th H Main Rd, 5th Block, Koramangala, Bengaluru, Karnataka 560047",Koramangala,South Indian,3.5,20.0,200.0,Swiggy
Pipabu,"Pipabu, #418/2, Green Leaf Layout, 80ft Road, 4th Block, Koramangala, Bangalore-560034",Koramangala,"Pizzas,Italian",4.1,100.0,250.0,Swiggy
Kerala Note Book,"Kerala Note Book, 1ST, 2ND FLOOR, NEW NO. 114, AT INDUSTRIAL LAYOUT, KORAMANGALA, WARD NO. 67,BANGALORE - 560034",Koramangala,"Kerala,Biryani",3.4,20.0,350.0,Swiggy
Biryani By Kilo,"Biryani By Kilo, Commercial No. 504, 1st Floor, 6th Cross, 6th Block, Koramangala, Club Road, Bangalore, Karnataka",Koramangala,"Biryani,Hyderabadi",4.2,500.0,500.0,Swiggy
PVR Cafe,"PVR Cafe, Forum Mall, Tavarekere, Chikku Lakshmaiah Layout, Adugodi, Bengaluru, Karnataka",Koramangala,"Snacks,Fast Food",3.9,20.0,400.0,Swiggy
EatFit,"EatFit, FIRST FLOOR,897/E,6TH BLOCK KORMANGALA,80 FT RD,BANGALORE, BTM Layout , B.B.M.P South, Karnataka-560095",Koramangala,"Healthy Food,Pizzas",4.3,1000.0,270.0,Swiggy
Brownie Points - Gourmet Brownies,"Brownie Points - Gourmet Brownies, 6F01, Palm Springs , 7C Cross, 16 Main , Koramangala 4B Block",Koramangala,Desserts,4.5,20.0,250.0,Swiggy
FreshMenu,"FreshMenu, Besides Kateramma Temple, No 38, 1, 1st Cross Rd, Jakkasandra, Block,Bangalore:560034, Koramangala, Bengaluru, Karnataka 560034",Koramangala,"Chinese,Continental",4.0,1000.0,250.0,Swiggy
