name,address,location,cuisines,rating,rating_count,cost_for_two,source
4K Biryani,"37, Somasundarapalya Main Road, ITI Layout, Hosapalaya, Muneshwara Nagar, HSR, Bangalore",HSR,"North Indian, Chinese",3.3,4.0,700.0,Zomato
Aligarh House,"270, 2nd Floor, Krishna Reddy Building, Somasundrapalya, Sector 2, HSR, Bangalore",HSR,"North Indian, Biryani, Awadhi, Mughlai",4.4,568.0,400.0,Zomato
Donne Biryani House,"2nd Floor, Near Power Station, HSR Bangalore",HSR,"South Indian, Biryani",3.7,70.0,350.0,Zomato
Mojo Pizza - 2X Toppings,"1502, 19th Main Road, Sector 4, HSR, Bangalore",HSR,Pizza,4.2,217.0,600.0,Zomato
Nellore Abhiruchi,"429, Near Parangipalay Bus Stand, 24th Main Road, 2nd Sector HSR Layout, HSR, Bangalore",HSR,"Biryani, South Indian",3.3,7.0,300.0,Zomato
HSR High Street,"235, 9th Main, Sector 6, HSR, Bangalore",HSR,"Hyderabadi, North Indian, South Indian, Biryani",3.8,320.0,800.0,Zomato
Fish & Fries Restaurant,"1677, 27th Main, 22nd Cross, Sector 2, Near NIFT College, HSR Layout, HSR, Bangalore",HSR,"Continental, Seafood, Bengali, Fast Food",4.0,649.0,750.0,Zomato
Shaadi Ki Biryani,"14th Main, 4th Sector, HSR, Bangalore",HSR,"Biryani, Charcoal Chicken",2.9,18.0,600.0,Zomato
Ziyan's Cafe 27th,"1659, 27th Main Road, Sector 2, HSR, Bangalore",HSR,Kerala,4.0,60.0,300.0,Zomato
Apsara Ice Cream,"1782, Opposite Namma Shuttle, 19th Main, Sector 1, HSR, Bangalore",HSR,"Ice Cream, Desserts",4.5,194.0,200.0,Zomato
de Ranthal,"36/3, Somasundarapalya Main Rd, Sector 2, HSR Layout",HSR,Kerala,3.8,33.0,300.0,Zomato
Shankar Maanes Kitchen,"157, 2nd Cross, Yellankunte Road, Mangammana Palya, HSR, Bangalore",HSR,"South Indian, Biryani, North Indian",3.8,33.0,500.0,Zomato
Krutunga,"647, 1st Floor, 1st Sector, 27th Main, Liss Arcade Complex, HSR, Bangalore",HSR,"Andhra, Biryani",3.6,289.0,500.0,Zomato
Keventers,"Shop 87, 14th Main, 4Th Sector, Opposite To BDA Complex HSR, Bangalore",HSR,"Desserts, Beverages, Ice Cream",3.6,11.0,400.0,Zomato
Five Star Chicken,"99/4, Kudlu, Haralur Main Road, Sarjapur Road, Bangalore",Sarjapur Road,"Roast Chicken, Burger",3.3,55.0,300.0,Zomato
Kaka-T-Cafe,"Near HSR Club, 23rd Cross, HSR, Bangalore",HSR,"Arabian, Fast Food",4.0,60.0,400.0,Zomato
Udupi Bhavan,"37, Harlur Road, Next to Indian Oil Petrol Bunk, HSR, Bangalore",HSR,"Chinese, North Indian, South Indian",3.8,170.0,400.0,Zomato
Cupcake Noggins,"2607, 16th Cross Road, 1st Sector, HSR, Bangalore",HSR,"Desserts, Bakery",4.1,104.0,300.0,Zomato
The Thickshake Factory,"#837 Ground floor, 26th main 11th cross, 1st sector, HSR, Bangalore",HSR,"Beverages, Juices",3.6,8.0,350.0,Zomato
IceBreakers,"172, 9th Main Rd, Sector 7, HSR, Bangalore",HSR,"Desserts, Ice Cream",3.6,8.0,400.0,Zomato
Vasudev Adiga's,"907/1177, Sai Optimus Builidng, 5th main, 7th Sector, HSR, Bangalore",HSR,"South Indian, North Indian, Chinese, Street Food",3.7,532.0,250.0,Zomato
Curries'N' Fries,"1634, 22nd Cross, 26th Main, Sector 2, HSR, Bangalore",HSR,Andhra,3.7,22.0,400.0,Zomato
Nandhini Deluxe,"819, Arise Plaza, 27th Main Road, Sector 1, HSR, Bangalore",HSR,"Andhra, North Indian",3.6,95.0,800.0,Zomato
Cha-Cha Cha-Chi,"1152, 22nd B Main Road, Garden Layout, Sector 2, HSR Layout, Bangalore",HSR,"Fast Food, Beverages",3.3,4.0,100.0,Zomato
Popular Bakery,"19, BDA Complex, HSR, Bangalore",HSR,"Desserts, Bakery",3.7,36.0,600.0,Zomato
@Italy,"17/9 Krishna Kuteer Food Court, 18th Cross Sector 3, HSR, Bangalore",HSR,"Italian, Pizza",3.5,40.0,700.0,Zomato
Idli & Dosa Cafe,"184, 9th Main, Sector 7, HSR, Bangalore",HSR,South Indian,2.6,91.0,200.0,Zomato
Shawarma Hunt,"745, 22nd Main Road, Sector 3, HSR, Bangalore, Bengaluru",HSR,Arabian,3.4,9.0,300.0,Zomato
Ur Cutlet Factory,"810, 27th Main Road, PWD Quarters, 1st Sector, HSR, Bangalore",HSR,Fast Food,3.1,5.0,200.0,Zomato
Paanwadi,"764, 22nd Cross, HSR Club Road, 3rd Sector, HSR Layout, Bangalore, HSR, Bangalore",HSR,"Desserts, Paan",3.3,6.0,100.0,Zomato
Sree Abhiruchi,"1190, 22nd Cross, 24th Main, Parangipalya, Setor 2, HSR, Bangalore",HSR,"Andhra, Biryani, North Indian",2.6,20.0,600.0,Zomato
Hyderabad Biryaani House,"14th Main, 4th Sector HSR, Bangalore",HSR,"Biryani, Hyderabadi, Charcoal Chicken, North Indian",3.7,21.0,400.0,Zomato
Kolkata Roll & Fast Food,"1152, 22nd Cross, 22nd B Main, Sector 2, HSR, Bangalore",HSR,Fast Food,3.6,15.0,250.0,Zomato
Murli,"38, Ground Floor, 7th Cross, 22nd Main, Sector 1, HSR, Bangalore",HSR,"North Indian, Chinese, Street Food, Fast Food, Mithai",3.7,79.0,500.0,Zomato
Kolkata Rolls & Fast Food,"1152, 22nd Cross, Sector 2, HSR, Bangalore",HSR,"Rolls, Fast Food",3.5,142.0,200.0,Zomato
Hunger Meals,"13, AB Square, 1st Floor, 14th Main, Sector 5, HSR, Bangalore",HSR,"South Indian, North Indian, Biryani",3.9,152.0,400.0,Zomato
Rara Avis,"14th Main, 4th Sector, HSR, Bangalore",HSR,"Kerala, Seafood, Biryani, Desserts",3.7,19.0,400.0,Zomato
Cutlet Shop,"B 308, Creative Sree Nilaya Apartment, 24 Main Road, Sector 2, Opposite Power House, HSR, Bangalore",HSR,"Fast Food, Desserts",3.2,9.0,200.0,Zomato
Spice of Andhra,"1662, 1st Floor, 27th Main, Sector 2, HSR, Bangalore",HSR,Andhra,3.7,41.0,500.0,Zomato
The Baker's,"3, 17th Main, 80 Feet Road, Near BDA Complex, HSR, Bangalore",HSR,"Bakery, Fast Food",2.4,32.0,500.0,Zomato
Thalassery Mess,"31, 4th Cross Road, Mangammanapalya, HSR, Bangalore",HSR,Kerala,3.3,7.0,300.0,Zomato
Carnival Cakes & Breads,"1018, 13th Cross, 24th Main, Sector 1, HSR Layout, HSR, Bangalore",HSR,"Bakery, Fast Food",3.5,49.0,200.0,Zomato
Ithaa's Biriyani,"57/A, 18th Main, 23rd Cross, Opposite HSR Club, Sector 3, HSR, Bangalore",HSR,"Biryani, Chinese, North Indian",3.4,12.0,500.0,Zomato
ChopServe,"1216-1217, 24th Main, Sector 1, HSR Layout, Bengaluru",HSR,Chinese,3.5,5.0,300.0,Zomato
Cheesecake Alley,"1216, Ground Floor, 14th Main, 3rd Sector, HSR, Bangalore",HSR,"Bakery, Desserts",3.1,8.0,400.0,Zomato
Sandwich Truffles,"2625, Zoya Fashion Basement, 27th Main Road, Near Axis Bank, HSR Layout Sector 1, HSR, Bangalore",HSR,Fast Food,3.3,8.0,400.0,Zomato
Muziris,"177, 9th Main Road, Sector 7, HSR, Bangalore",HSR,Kerala,3.6,24.0,250.0,Zomato
7 Degrees North,"36/3 Opposite Silver High Apartment Somsunder Pallya Circle, HSR, Bangalore",HSR,North Indian,3.5,11.0,500.0,Zomato
The Thali Company,"1217, 11th Cross, 24th Main, Sector 1, HSR, Bangalore",HSR,"North Indian, Lucknowi",3.3,7.0,600.0,Zomato
Saahib,"837, 27th Main, 11th Cross, Sector 1, Opposite Ganesh Temple Park, HSR, Bangalore",HSR,"Fast Food, Rolls",3.9,89.0,300.0,Zomato
Andhra Vantillu,"666, 13th Cross, 27th main, Behind HDFC 1st Sector, HSR, Bangalore",HSR,"South Indian, North Indian",3.3,4.0,350.0,Zomato
Ammi's Biryani,"1126, 23rd Main, 11th cross, Near Bank Of Baroda 1st sector, HSR, Bangalore",HSR,"Biryani, North Indian",2.8,114.0,500.0,Zomato
Rolex Food Palace Restaurant,"2577, SNR Plaza, 27th Main, 13th Cross, Sector 1, HSR Layout, Bangalore",HSR,"Chinese, North Indian, Arabian, Kerala",3.4,9.0,850.0,Zomato
Ande Ka Funda,"Roopena Agrahara, Behind Vishal Mega Mart, Near NIIT, HSR, Bangalore",HSR,"North Indian, Chinese, Rolls",3.3,5.0,200.0,Zomato
World Of Kebabs,"1152, 22nd Cross, 22nd A Main, Second Sector, HSR, Bangalore",HSR,"Mughlai, Awadhi, Kebab",3.4,5.0,600.0,Zomato
Purani Dilli,"Plot 146, 7th Cross, 19th Main, Near Mantri Sarovar, Sector 4, HSR, Bangalore",HSR,"North Indian, Chinese",3.2,4.0,300.0,Zomato
The Bigman's Cafe,somasundra palaya,HSR,"North Indian, Chinese",3.7,31.0,450.0,Zomato
The Breakfeast,"HSR layout, Bangalore, HSR, Bangalore",HSR,"Continental, North Indian, South Indian",3.4,10.0,200.0,Zomato
Kaati Roll Delights,"235, 9th Main, Sector 6, HSR, Bangalore",HSR,"Fast Food, Rolls",3.3,4.0,150.0,Zomato
SaJuSo,"19th Main, Sector 2, HSR Layout, HSR, Bangalore",HSR,"Fast Food, Sandwich, Salad, Healthy Food",3.8,27.0,200.0,Zomato
Warm Oven,"1082, 18th Cross Road, Sector 3, HSR, Bangalore",HSR,"Bakery, Desserts",4.0,153.0,500.0,Zomato
RICE BAR,"Bld No 1126, 23rd main, 11th cross, 1st sector, 560012, ( Land Mark - Near Bank of Baroda )",HSR,"North Indian, Biryani",3.1,6.0,500.0,Zomato
Amma's Cafe,"856, 17th Cross Road, Sector 3, HSR, Bangalore",HSR,Fast Food,3.2,6.0,300.0,Zomato
The Little Chef,"2733, Upper Ground Floor, 16th Cross, 27th Main, Opposite NIFT College, Sector 1, HSR Layout, HSR, Bangalore",HSR,"North Indian, Chinese",3.5,136.0,600.0,Zomato
Ambur Biryani,"Agara Bus Stop, Sarjapur Main Road, HSR, Bangalore",HSR,"South Indian, Fast Food",3.2,5.0,450.0,Zomato
Foxtail Rodeo,"Ground floor, Number 7, Somasundara Palya Main Road, 27th Main, HSR, Bangalore",South Bangalore,"Chinese, Street Food",3.5,13.0,300.0,Zomato
Enroute,"625, 27th Main, Sector 1, HSR, Bangalore",HSR,"Continental, Fast Food",3.1,23.0,300.0,Zomato
Dhaba Central,"837, 11th Cross, 26th Main, Sector 1, HSR, Bangalore",HSR,North Indian,3.3,5.0,650.0,Zomato
Chattar Mattar,"2390, 15th B Cross, 24th Main, HSR Layout, Sector 1",HSR,"North Indian, Chinese",3.5,11.0,150.0,Zomato
Sultan's Biryani,"1126, 23rd Main, 11th Cross, Sector 1, HSR, Bangalore",HSR,"Biryani, North Indian",3.2,10.0,700.0,Zomato
Biryani Affair,"1161/1, Jinan Tower, 24th Cross, 24th Main, Sector 2, HSR, Bengaluru",HSR,Biryani,3.5,147.0,350.0,Zomato
SR Biriyani Palace,"24th main, Parangipalya, 2nd Sector, Near Ambedkar Samudaya Bhavan, HSR, Bangalore",HSR,Andhra,3.3,8.0,300.0,Zomato
Juicemaker,"2724, 31st Main, 17th Cross, Near NIFT College, HSR, Bangalore",HSR,"Beverages, Fast Food",3.7,68.0,400.0,Zomato
DS Juice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Grill,"Near Micro Labs, Kudlu- Harlur Road, HSR, Bangalore",HSR,"Fast Food, Juices, Chinese",3.2,67.0,200.0,Zomato
CakeBox,"Udupi Bhavan 120/4, Harlur Main Road, Reliable Residency Layout, Phase 3, PWD Quarters, 1st Sector, HSR, Bangalore",HSR,"Bakery, Desserts",3.5,18.0,400.0,Zomato
Juiced Burger,Delivery Only,South Bangalore,Burger,3.5,5.0,750.0,Zomato
Thanco's Natural Ice Cream,"20, Royal Placid Phase 2, Oppsite Hyper Super Market, Harlur Road, HSR, Bangalore",HSR,"Ice Cream, Desserts",3.9,100.0,450.0,Zomato
Pepperwood 2,"Kristal Jasper Commercial Complex, Amrita College Road, Near Shell Petrol, Kasavanahalli, Sarjapur Road, Bangalore",Sarjapur Road,"Biryani, Rolls",3.1,36.0,300.0,Zomato
Dakshin Flavors,"2nd Main, Muneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",HSR,"South Indian, North Indian",3.0,206.0,600.0,Zomato
Rock View Family Restaurant,"27th Main, 2nd Sector, HSR, Bangalore",HSR,"North Indian, Chinese",3.3,8.0,700.0,Zomato
OMY Grill,"1152, 22nd Cross, 22nd B Main, Sector 2, HSR, Bangalore",HSR,"Biryani, Rolls, Fast Food",3.8,34.0,300.0,Zomato
Dinemaster Gogo's,"Shop 2, 953/B, 60 Feet Main Road, AECS Layout - A Block, Hal Layout, Singasandra, Hosur Road, Bangalore",Hosur Road,"Chinese, Rolls, Beverages",3.4,5.0,300.0,Zomato
Agarwal Food Service,"Teacher's Colony, Jakkasandra, Block 1, Koramangala, HSR Layout Sector 5, HSR, Bangalore",HSR,"North Indian, Chinese, Biryani",3.5,16.0,400.0,Zomato
Kalpanar Rannaghar,"20 D Cross, Ejipura Main Road Opposite Amrutha Medical, Ejipura, Bangalore",Ejipura,"North Indian, Bengali, Chinese",3.4,8.0,250.0,Zomato
Delhi Home Food,"House 70, 13th cross, Venkatapura, Teachers Colony, Koramangala 1st Block, Bangalore",Koramangala 1st Block,"North Indian, South Indian",3.3,5.0,200.0,Zomato
Big Bowl Theory,Delivery Only,Koramangala,Continental,3.1,27.0,400.0,Zomato
FoodandSnack.com,"13/1, 10 Cross, Hosur Road, Bommanahalli, Bangalore",Bommanahalli,"South Indian, North Indian",3.3,8.0,500.0,Zomato
Eat N Drink,"Near Oxford Dental College, 1st Cross, Bommanahalli, Bangalore",Bommanahalli,Fast Food,3.8,32.0,250.0,Zomato
Hotel Thazooq,"Sarjapur Main Road, Jakkasandra, 1st Block Koramangala, Bangalore",Koramangala 1st Block,"North Indian, Chinese, Biryani",3.3,6.0,350.0,Zomato
Naani'z Biryani,"G 04, Lavanya Serenity, 13th D Cross, Venkatapura Extension, Teacher's Colony, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Biryani,3.3,6.0,300.0,Zomato
Foodys Adda,"3, Harlur Main Road, Kudlu Gate, Kudlu, Bommanahalli, Bangalore",Bommanahalli,Fast Food,3.2,4.0,300.0,Zomato
Chillax,"90, 1st Main, Near Oxford College Back Gate, Bommanahalli, Bangalore",Bommanahalli,"Fast Food, Beverages",3.3,4.0,300.0,Zomato
New Ambur Dum Biryani,"30, Bethel, Venkatapura Main Road, 13th Cross, Teacher's Colony, Koramangala 1st Block, Bangalore",Koramangala 1st Block,"Biryani, Kebab",3.2,7.0,200.0,Zomato
Biryani House,"4, Gurumurthy Reddy Layout, Rammurthy Nagar, Bangalore",Rammurthy Nagar,"Biryani, South Indian",3.2,8.0,150.0,Zomato
Spice Resto,"Hongasandra Main Road, Near Sharadha Vikas School, Garvebhavipalya Bommanahalli, Bangalore",Bommanahalli,"Kerala, North Indian, Chinese",3.3,5.0,400.0,Zomato
Aaharam,"#22, 6th Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",Koramangala 1st Block,"Chinese, North Indian",4.0,65.0,350.0,Zomato
The Alphaa,"433/10, Hosur Main Road, Garvebhavi Playa, Bommanahalli, Bangalore",Bommanahalli,"Andhra, North Indian, Chinese, Biryani, Seafood",3.8,273.0,550.0,Zomato
Chaat Express,"91, Silver Country Road, Kudlu Gate, HSR, Bangalore",HSR,"Fast Food, North Indian",3.5,14.0,200.0,Zomato
TRUE BLEU RESTO CAFE,"No. 89, 1st floor, 17th Cross Road, Near HSR BDA complex, Sector 4, HSR Layout, Bengaluru, Karnataka",HSR,"Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",4.2,70.0,400.0,Zomato
Meeraa's Beegara Oota,"519, 1st Floor, 24th Main, Near KEB Office, Parangipalya Main Road, 2nd Sector, HSR, Bangalore",HSR,"South Indian, Biryani, Chinese",3.8,258.0,550.0,Zomato
Sweet Chariot,"970, 1st Main, 1st Block, Koramangala 1st Block, Bangalore",Koramangala 1st Block,"Bakery, Fast Food",3.6,27.0,500.0,Zomato
Northam's Pizza.Pita,"2609, 27th Main road, Sector 1, HSR Layout, Bangalore",HSR,"Italian, Pizza",4.1,671.0,450.0,Zomato
Subway,"Groud Floor, Near Croma, Total Mall, Sarjapur Road, Bangalore",Sarjapur Road,"Salad, Fast Food",3.9,93.0,600.0,Zomato
Poorvika Restro Cafe,"1172, Ground Floor, 24th Main, 25th Cross, Next to Mariyamma Temple, Parangipalya, HSR, Bangalore",HSR,"Chinese, North Indian",3.7,76.0,700.0,Zomato
Chef Baker's,"S-8, Sapthagiri Mansion, 1st, Block, 80 Feet Road, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Bakery,3.6,37.0,450.0,Zomato
Cake Cafe,"Garden Layout Road, Sector 2, HSR Layout, HSR, Bangalore",HSR,"Bakery, Desserts",4.0,157.0,300.0,Zomato
Bindu Garden Bar & Restaurant,"16,24th Main, Paringipalya, 2nd Sector, HSR, Bangalore",HSR,"North Indian, Chinese",3.1,36.0,550.0,Zomato
Just Bake,"445, 5th Main, 16th A Cross, 6th Sector, HSR, Bangalore",HSR,"Bakery, Desserts",3.6,18.0,400.0,Zomato
Dakshin Sagar,"2nd Main, Muneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",HSR,"South Indian, North Indian, Chinese, Street Food",3.1,325.0,400.0,Zomato
SR Andhra Spicy House,"30 & 31, Shrinidhi Ascend, 1st Floor, Garvebhavi Palya, Hosur Main Road, Bommanahalli, Bangalore",Bommanahalli,Andhra,3.8,240.0,800.0,Zomato
Chaat Trail By Moti Mahal,"1312, 24th Main Road, Sector 2, HSR, Bangalore",HSR,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",3.9,46.0,300.0,Zomato
FreshPhulka,"110/1. Near High End Apartments, HSR, Bangalore",HSR,North Indian,3.8,24.0,150.0,Zomato
Punjabi Nukkad Pure Veg,"112/1, Lakedew Residency, Haralur Main Road, HSR Post, HSR, Bangalore",HSR,"North Indian, Chinese, Juices",4.0,768.0,500.0,Zomato
New Delicacy,"Building 735, 3rd Sector, HSR Layout, HSR, Bangalore",HSR,"Chinese, Thai, Momos",3.7,86.0,500.0,Zomato
Cane Crussh,"741, 18th Main Road, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Juices,3.7,15.0,100.0,Zomato
Punjabi Handi,"112/1, Lakedew Residency, Haralur Main Road, HSR, Bangalore",HSR,"North Indian, Chinese",2.9,19.0,400.0,Zomato
Feaster,"1702, 19th Main Road, Sector 2, HSR Layout, HSR, Bangalore",HSR,"Continental, Asian, Chinese, Italian, North Indian",3.8,88.0,600.0,Zomato
Cake Dilim,"240, 17th Cross, 24th Main, Sector 1, HSR, Bangalore",HSR,"Bakery, Desserts",3.7,90.0,400.0,Zomato
What's Cooking,"4, Building 240, 27th main road, HSR sector 2",HSR,North Indian,3.1,35.0,300.0,Zomato
Zaikedar Kitchen,"Opposite to Sai Poorna Paradise and Sobha Daffodil South Gate, Somaandra Palya, HSR, Bangalore",HSR,North Indian,3.2,17.0,400.0,Zomato
BIB - Breakfast in the Box,"405, 6th D Cross, Venkatpura, HSR, Bangalore",HSR,"American, Sandwich",3.8,212.0,600.0,Zomato
Ramji Chaiwale,"16, 80 Feet Road, 7th Main, Opposite SBI, Koramangala 1st Block, Bangalore",Koramangala 1st Block,"Beverages, Fast Food",3.8,93.0,250.0,Zomato
The French Loaf,"154,Opp Lawence High School,4th Sector, HSR, Bangalore",HSR,"Bakery, Desserts, Sandwich",3.1,15.0,400.0,Zomato
The Biryani Palace,"24th Main Road, Parangipalya, HSR 2nd Sector, Near Ambedkar Samudaya Bhavan, HSR, Bangalore",HSR,"Biryani, Andhra",3.0,12.0,500.0,Zomato
Shahi Rasoi,"2, Nandadeepa Complex, 24th Main, Parangipalaya Road, Opposite KEB Power Station, HSR, Bangalore",HSR,"North Indian, Mughlai",3.1,27.0,600.0,Zomato
Lassi Cafe,"Lakedew Residency- Phase 2, Harlur, HSR, Bangalore",HSR,"Beverages, Street Food, North Indian",3.8,41.0,300.0,Zomato
Bengaluru House,"492, 17th Cross, 27th Main Road, HSR, Bangalore",HSR,South Indian,2.6,21.0,700.0,Zomato
Cake Menu,"55/8, Gurumoorthy Building, Opposite To Nandi Toyota, Beside Puravankar, Kudlu Gate, Bommanahalli, Bangalore",Bommanahalli,Bakery,3.2,11.0,400.0,Zomato
Cream Chemistry,"1702, 19th Main Road, Sector 2, HSR, Bangalore",HSR,"Ice Cream, Desserts",3.9,75.0,500.0,Zomato
Wheat House,"2nd Main, Munneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",HSR,"Kerala, South Indian, Fast Food",3.3,11.0,400.0,Zomato
Sree Bangalore Bhavan,"1197, 25th B Main, 22nd Cross, Parangipalya, Sector 2, HSR, Bangalore",HSR,South Indian,3.7,44.0,400.0,Zomato
The Twenty Handmade Chocolates,"38, 1st Main, 1st Cross, Reeliable Lakedew Residency Layout, Hurlur Road, HSR, Bangalore",HSR,Desserts,3.8,30.0,300.0,Zomato
Fine Dine Restaurant,"1567, 27th Main, Sector 2, HSR, Bangalore",HSR,"North Indian, Kerala, Chinese",3.7,56.0,750.0,Zomato
Manshi Paratha & Pav Bhaji,"1151, 22nd Cross, 22nd B Main, Sector 2, HSR, Bangalore",HSR,"North Indian, Fast Food",3.2,6.0,150.0,Zomato
Lazeez Corner,"Shop 161, Somasandrapalya Main Road, HSR Layout 2nd sector, HSR, Bangalore",HSR,"North Indian, Mughlai, Chinese",3.1,7.0,500.0,Zomato
Soup Station,"679, 10th Main, Near Maharaja Signal, Koramangala 4th Block, Bangalore",Koramangala 4th Block,"Healthy Food, Sandwich, Salad",3.9,38.0,200.0,Zomato
The Food Factory,"Near Chinmaya College, Somasundarapalya, Sector 2, HSR, Bengaluru",HSR,"North Indian, Chinese",2.7,42.0,450.0,Zomato
Lazeez,"939, 6th Main, 1st Block, Koramangala 1st Block, Bangalore",Koramangala 1st Block,"North Indian, Mughlai, Biryani",2.4,318.0,600.0,Zomato
Swathi Spice n Ice,"Above Canara Bank, Between Silk Board & BDA Junction, HSR Ring Road, HSR, Bangalore",HSR,"Andhra, North Indian, Chinese",3.5,165.0,700.0,Zomato
Sichuan,"1552, 19th Main, Sector 1, Opposite Indian Oil Petrol Bunk, HSR, Bangalore",HSR,"Chinese, Asian, Seafood",4.0,492.0,800.0,Zomato
Dande's Hyderabad Biryani,"268/3, 1st Floor, BVNR Complex, Hosur Main Road, Bommanahalli, Bangalore",Bommanahalli,"Biryani, North Indian, Chinese",3.0,255.0,550.0,Zomato
Families Food Court,"36/6, Samasundra Palya, 2nd Sector, HSR Layout, HSR, Bangalore",HSR,"North Indian, Chinese, Biryani, Rolls",3.9,261.0,400.0,Zomato
Tasty Treat,"2, Nandadeepa Complex, 24th Main, Parangipalaya Road, Opposite KEB Power Station, HSR, Bangalore",HSR,"North Indian, Chinese, Biryani, Rolls",3.1,131.0,400.0,Zomato
Oogway express,"521/570, 2nd Floor, Teacher's Colony, Venkatapura, HSR, Bangalore",HSR,"Chinese, Thai, Momos",3.4,9.0,600.0,Zomato
Samosa Express,"235, 9th Main Road, Sector 7, HSR Layout, HSR, Bangalore",HSR,Street Food,3.6,23.0,150.0,Zomato
Stark Bistro,"1318, Ground Floor, 24th Main Rd, Sector 2, HSR, Bangalore",HSR,"Continental, North Indian, Chinese, Burger, Pizza, Salad",3.6,30.0,850.0,Zomato
KafeKombos,"505/74, 24th B Main Road, 6th Cross, Mariswamy Layout Agara HSR 1st sector, Bengaluru",HSR,"North Indian, South Indian, Oriya",3.5,16.0,300.0,Zomato
Masale Daan,"1ST FLOOR, BEARING NO.66, SRI CHAMPAKDHAMA, 1ST MAIN ROAD, S.T. BED,KORAMANGALA , BANGALORE -560034",Koramangala 1st Block,North Indian,3.3,5.0,350.0,Zomato
New Kabab Zone,"28-29, Begur Main Road, Hongasandra, Bommanahalli, Bangalore",Bommanahalli,"North Indian, Fast Food",3.4,13.0,500.0,Zomato
Pavan Tiffin Center,"Shop 5, 99/4, Haralur Main Road, HSR, Bangalore",HSR,South Indian,3.3,8.0,300.0,Zomato
Zodiac Grills,"1456/A, 2nd Floor, 12 Cross, 22nd Main, Sector 1, HSR Layout, Bangalore",HSR,"North Indian, Chinese",3.2,4.0,500.0,Zomato
Aao G Khao G,"75/1, Little Elly School Road, Near ND Sepal Road, Somasandrapalya, Sector 2, HSR, Bangalore",HSR,"North Indian, Chinese",3.5,11.0,200.0,Zomato
Lost in Pizza,"1821, Garden Layout, Sector 2, 24th Main Road, HSR, Bangalore",HSR,"Pizza, Fast Food",3.1,4.0,600.0,Zomato
Dilli6 Paratha,"1204/a, 23rd Cross, 25th B Main Road, Sector-2, HSR, Bangalore",HSR,"North Indian, Chinese",3.0,4.0,200.0,Zomato
Kadavu Shappu Currys,"2nd Main, Muneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",HSR,Kerala,3.3,50.0,400.0,Zomato
A2B - Adyar Ananda Bhavan,"BDA Complex, HSR, Bangalore",HSR,"South Indian, North Indian, Chinese, Street Food, Fast Food",2.8,484.0,400.0,Zomato
The Spice Factory,"1204/A, 25th B Main, 23rd Cross, HSR, Bangalore",HSR,"North Indian, Mughlai, Chinese",3.1,29.0,550.0,Zomato
Balle-Licious Kitchen,"112/1, Lakedew Residency, Haralur Main Road, HSR, Bangalore",HSR,North Indian,3.9,170.0,400.0,Zomato
SGS Non Veg - Gundu Pulav,"14th Main, 4th Sector, HSR, Bangalore",HSR,South Indian,3.7,9.0,300.0,Zomato
Sumai Foods,"499, 47/2, Kudlu Village, Behind TVS Godown, Kudlu Gate, Bommanahalli, Bangalore",Bommanahalli,"North Indian, Chinese, Fast Food",3.2,4.0,350.0,Zomato
Night Panda,"12, 6th C Cross,Behind Green View Medical Center, Koramangala 1st Block, Bangalore",Koramangala 1st Block,"Fast Food, Chinese, North Indian, American",3.8,196.0,500.0,Zomato
Polar Bear,"36/A, 22nd Cross, Sector 3, Near HSR Club, HSR, Bangalore",HSR,"Ice Cream, Desserts, Beverages, Sandwich",4.0,221.0,400.0,Zomato
Shubh Sweets,"2623, Next To Axis Bank, 27th Main Road, Sector 1, HSR Layout, HSR, Bangalore",HSR,"Street Food, Mithai, Momos",3.9,331.0,400.0,Zomato
Amrutha Sweets,"1190/1, 22nd Cross,14th Main, 3rd Sector, HSR Club Road, HSR, Bangalore",HSR,"Street Food, Mithai",4.1,116.0,200.0,Zomato
L J Iyengar Bakery,"530, 24th Main, Sector 2, HSR Layout, HSR, Bangalore",HSR,Bakery,3.9,53.0,100.0,Zomato
KC Das - Sweet Corner,"1174, 2, 17th Cross, 5th Main, Sector 7, HSR Layout, HSR, Bangalore",HSR,"Mithai, Street Food",2.9,46.0,200.0,Zomato
Havmor - Hav Funn,"434, Ground Floor, J.R.Arcade, 17th Cross Road, Sector 4, HSR, Bangalore",HSR,Ice Cream,3.3,6.0,300.0,Zomato
Sweet Chariot,"1174, 17th Cross, 5th Main, Sector 7, HSR Layout, HSR, Bangalore",HSR,"Bakery, Fast Food",3.5,50.0,500.0,Zomato
Patville,"#,1070 Ground Floor, 24th Main, oppiste karnataka bank, 1st Sector, HSR Layout, HSR, Bangalore",HSR,Desserts,4.0,104.0,300.0,Zomato
